raw_comment,clean_comment
"Tobirama IS the greatest hokage of all time.
And the Uchiha are the people who cause most of the problems in Naruto, so he was right.
😊",tobirama is the greatest hokage of all time and the uchiha are the people who cause most of the problems in naruto so he was right
"Make a video on the worst people of konoha, I feel like that would be a good vid",make a video on the worst people of konoha i feel like that would be a good vid
I feel like people sleep on Madara. Jubidara is like at least a Mid-High Level Otsostuki as far as power goes,i feel like people sleep on madara jubidara is like at least a midhigh level otsostuki as far as power goes
"I just have to say it's really lovely to me that Gara's big feats are all defensive, really a beautiful way to show how much he's grown both mentally and physically, starting protecting himself, then rock lee, then his village, then every person on the battlefield in the 4th great shinobi war, I love the little bits like that in Naruto",i just have to say its really lovely to me that garas big feats are all defensive really a beautiful way to show how much hes grown both mentally and physically starting protecting himself then rock lee then his village then every person on the battlefield in the 4th great shinobi war i love the little bits like that in naruto
Am I the only one who want to see Itachi vs Tsunade 🤔,am i the only one who want to see itachi vs tsunade
Hey nick could you do a vid on kaguya vs iishiki,hey nick could you do a vid on kaguya vs iishiki
"The part that confuses me is that Yes while the show does kind of retcon Hiruzen's statements towards Hashirama they don't retcon ANY towards Tobirama.....so how on Earth is someone that's stated to have surpassed Tobirama at a young age not above Tobirama.....plus the fact that Orochimaru stated that if Hiruzen was 10 years younger (which still isn't his prime) that he would lose to him........This is where bias come in.

Hiruzen is so underrated.....the only Hokage who wasn't brought back in his prime body yet still had great showings during the war. Better than the guy you put right ahead of him btw.",the part that confuses me is that yes while the show does kind of retcon hiruzens statements towards hashirama they dont retcon any towards tobiramaso how on earth is someone thats stated to have surpassed tobirama at a young age not above tobiramaplus the fact that orochimaru stated that if hiruzen was 10 years younger which still isnt his prime that he would lose to himthis is where bias come in hiruzen is so underratedthe only hokage who wasnt brought back in his prime body yet still had great showings during the war better than the guy you put right ahead of him btw
i missed the ranked and explained videos,i missed the ranked and explained videos
"What buddy Nick here is trying to say, is that he’s running out of creative content so he’s recycling. 😹",what buddy nick here is trying to say is that hes running out of creative content so hes recycling
Do one for both Boruto and Naruto please 🙏,do one for both boruto and naruto please
Did Minato need to mark everyone? They all had Kurama chakra…,did minato need to mark everyone they all had kurama chakra
Need a boruto Naruto combined list next,need a boruto naruto combined list next
Am I tripping or did Sakura not make the list?,am i tripping or did sakura not make the list
when he said kakashi I literally stopped what i was doing and rewound.   The explanation helped.,when he said kakashi i literally stopped what i was doing and rewound the explanation helped
As a Sakura hater I even  I think she should’ve made the list somewhere near but above tsunade,as a sakura hater i even i think she shouldve made the list somewhere near but above tsunade
This is way better than the top 30 list that he debunked a while ago,this is way better than the top 30 list that he debunked a while ago
PLEASE SOMEONE TELL NICK THAT KAKASHI DID NOOOOOOT SPEED BLITZ KAGUYA YOU CAN SEE HER REACT 3 SEPERATE TIMES. SHE WAS FIGHTING 3 PEOPLE. LITTERALLY IN 4K IN VIDEO FORM BEFORE OUR EYES HE DID NOOOOOT SPEED BLITZ KAGUSSY,please someone tell nick that kakashi did noooooot speed blitz kaguya you can see her react 3 seperate times she was fighting 3 people litterally in 4k in video form before our eyes he did nooooot speed blitz kagussy
This guy is incredible. This dude’s word is just Naruto law,this guy is incredible this dudes word is just naruto law
Someone please tell me if it's a bit that he always says tensAI edo tensAI chibaku tensAI why does he say it like that💀 that's not how it's pronounced in the show,someone please tell me if its a bit that he always says tensai edo tensai chibaku tensai why does he say it like that thats not how its pronounced in the show
I can't believe you think ayy is stronger than sakura,i cant believe you think ayy is stronger than sakura
Haven’t we gotten this video like 20 times before,havent we gotten this video like 20 times before
6:31 and this is Onoki when he's like 100...,631 and this is onoki when hes like 100
Still better scaling than Swagkage I guess.,still better scaling than swagkage i guess
Can someone make a playlist on all the two blue vortex videos,can someone make a playlist on all the two blue vortex videos
The glazing on this is wild. It starts with people putting hands on madara and then goes down to people who weren't close to madara. Itatchi isn't touching madara,the glazing on this is wild it starts with people putting hands on madara and then goes down to people who werent close to madara itatchi isnt touching madara
Do a debunking of your video dawg,do a debunking of your video dawg
Could Madara Uchiha (10 tails jinchuuriki form) defeat Scarlet Witch from MCU easily?,could madara uchiha 10 tails jinchuuriki form defeat scarlet witch from mcu easily
Kabuto underrated lowkey,kabuto underrated lowkey
"Can you do the same for boruto's timeline, I want to compare them, but obviously you don't have to, it's just a suggestion. But Shibai would definitely be 1st, we don't see ant feits from him, but to have aquiered so much power as to leave his body and go to a higher dimension.",can you do the same for borutos timeline i want to compare them but obviously you dont have to its just a suggestion but shibai would definitely be 1st we dont see ant feits from him but to have aquiered so much power as to leave his body and go to a higher dimension
Now do every ninja if they were reanimated at their strongest ranked,now do every ninja if they were reanimated at their strongest ranked
Where is Sakura? Theres at least 5 people shes stronger than or on par with on this list,where is sakura theres at least 5 people shes stronger than or on par with on this list
